date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:11:59	143168/143168	---M--	200	added ('OK')	image/png	etag:%2222f40-5fb43ae70b742%22	https://www.upmenu.com/wp-content/uploads/2023/05/restaurant-websites-2.png	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/05/restaurant-websites-2.png	(from https://www.upmenu.com/blog/food-blogs/)
11:12:00	347143/347143	---M--	200	added ('OK')	image/jpeg	etag:%2254c07-5fd23fd796fe7%22	https://www.upmenu.com/wp-content/uploads/2023/06/recipe-blogs1.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/recipe-blogs1.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:00	391383/391383	---M--	200	added ('OK')	image/png	etag:%225f8d7-5fb437d1eae3f%22	https://www.upmenu.com/wp-content/uploads/2023/05/restaurant-marketing-1.png	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/05/restaurant-marketing-1.png	(from https://www.upmenu.com/blog/food-blogs/)
11:12:01	258798/258798	---M--	200	added ('OK')	image/jpeg	etag:%223f2ee-5fd23fb105cf3%22	https://www.upmenu.com/wp-content/uploads/2023/06/best-recipe-blog3.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/best-recipe-blog3.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:02	172009/172009	---M--	200	added ('OK')	image/jpeg	etag:%2229fe9-5fd23fc0404d2%22	https://www.upmenu.com/wp-content/uploads/2023/06/famous-food-bloggers4.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/famous-food-bloggers4.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:02	297333/297333	---M--	200	added ('OK')	image/jpeg	etag:%2248975-5fd23fda4a68f%22	https://www.upmenu.com/wp-content/uploads/2023/06/top-food-blogs2.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/top-food-blogs2.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:02	413209/413209	---M--	200	added ('OK')	image/jpeg	etag:%2264e19-5fd23fae15d88%22	https://www.upmenu.com/wp-content/uploads/2023/06/best-foodie-websites5.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/best-foodie-websites5.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:02	258429/258429	---M--	200	added ('OK')	image/jpeg	etag:%223f17d-5fd23fd29f7df%22	https://www.upmenu.com/wp-content/uploads/2023/06/most-popular-food-blogs6.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/most-popular-food-blogs6.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:03	430248/430248	---M--	200	added ('OK')	image/jpeg	etag:%22690a8-5fd23fdccc054%22	https://www.upmenu.com/wp-content/uploads/2023/06/top-recipe-blog7.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/top-recipe-blog7.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:03	338633/338633	---M--	200	added ('OK')	image/jpeg	etag:%2252ac9-5fd23fa49dfbd%22	https://www.upmenu.com/wp-content/uploads/2023/06/american-food-bloggers8.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/american-food-bloggers8.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:03	256452/256452	---M--	200	added ('OK')	image/jpeg	etag:%223e9c4-5fd23fd524084%22	https://www.upmenu.com/wp-content/uploads/2023/06/popular-food-blogs9.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/popular-food-blogs9.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:04	376795/376795	---M--	200	added ('OK')	image/jpeg	etag:%225bfdb-5fd23fb3588b5%22	https://www.upmenu.com/wp-content/uploads/2023/06/best-recipe-blog10.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/best-recipe-blog10.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:04	219806/219806	---M--	200	added ('OK')	image/jpeg	etag:%2235a9e-5fd23fc52733a%22	https://www.upmenu.com/wp-content/uploads/2023/06/food-blogs-to-follow11.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/food-blogs-to-follow11.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:05	403116/403116	---M--	200	added ('OK')	image/jpeg	etag:%22626ac-5fd23fb9d4b94%22	https://www.upmenu.com/wp-content/uploads/2023/06/blogs-about-food12.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/blogs-about-food12.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:05	417648/417648	---M--	200	added ('OK')	image/jpeg	etag:%2265f70-5fd23fcfc30f5%22	https://www.upmenu.com/wp-content/uploads/2023/06/foodie-blogs13.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/foodie-blogs13.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:05	200093/200093	---M--	200	added ('OK')	image/jpeg	etag:%2230d9d-5fd23fab53c7f%22	https://www.upmenu.com/wp-content/uploads/2023/06/best-food-websites14.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/best-food-websites14.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:06	277801/277801	---M--	200	added ('OK')	image/jpeg	etag:%2243d29-5fd23fa7ad32a%22	https://www.upmenu.com/wp-content/uploads/2023/06/best-cooking-blog15.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/best-cooking-blog15.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:06	330781/330781	---M--	200	added ('OK')	image/jpeg	etag:%2250c1d-5fd23fb611d1d%22	https://www.upmenu.com/wp-content/uploads/2023/06/best-recipe-blog16.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/best-recipe-blog16.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:06	274958/274958	---M--	200	added ('OK')	image/jpeg	etag:%224320e-5fd23fbd061e3%22	https://www.upmenu.com/wp-content/uploads/2023/06/cooking-blogs17.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/cooking-blogs17.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:07	198199/198199	---M--	200	added ('OK')	image/jpeg	etag:%2230637-5fd23fc2a49d5%22	https://www.upmenu.com/wp-content/uploads/2023/06/food-bloggers18.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/food-bloggers18.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:07	384983/384983	---M--	200	added ('OK')	image/jpeg	etag:%225dfd7-5fd23fc839587%22	https://www.upmenu.com/wp-content/uploads/2023/06/food-blogs-to-follow19.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/food-blogs-to-follow19.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:08	292956/292956	---M--	200	added ('OK')	image/jpeg	etag:%224785c-5fd23fcbddf9c%22	https://www.upmenu.com/wp-content/uploads/2023/06/food-blogs20.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/06/food-blogs20.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:08	22562/22562	---M--	200	added ('OK')	image/jpeg	etag:%225822-5f768fef011a9%22	https://www.upmenu.com/wp-content/uploads/2023/03/unnamed.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/03/unnamed.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:08	76935/76935	---M--	200	added ('OK')	image/jpeg	etag:%2212c87-5fc7162047a2c%22	https://www.upmenu.com/wp-content/uploads/2023/05/Best_Restaurant_Review_Sites__Apps-1024x536.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/05/Best_Restaurant_Review_Sites__Apps-1024x536.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:09	70830/70830	---M--	200	added ('OK')	image/jpeg	etag:%22114ae-5fa54455cdb68%22	https://www.upmenu.com/wp-content/uploads/2023/04/Best_Restaurant_Promotion_Ideas-1024x536.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/04/Best_Restaurant_Promotion_Ideas-1024x536.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:09	78277/78277	---M--	200	added ('OK')	image/jpeg	etag:%22131c5-5f947b763baf2%22	https://www.upmenu.com/wp-content/uploads/2023/04/47-Best-Restaurant-Marketing-Strategies-Ideas-2-1024x536.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/04/47-Best-Restaurant-Marketing-Strategies-Ideas-2-1024x536.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:09	30825/30825	---M--	200	added ('OK')	image/jpeg	etag:%227869-5f4055cd60ea7%22	https://www.upmenu.com/wp-content/uploads/2023/02/Restaurant-marketing.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/02/Restaurant-marketing.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:10	52803/52803	---M--	200	added ('OK')	image/jpeg	etag:%22ce43-5fcfb9d8962e5%22	https://www.upmenu.com/wp-content/uploads/2023/05/Restaurant-Feedback-System-Feedback-Form-1.jpg	E:/Desktop/blog-template/food-blog/www.upmenu.com/wp-content/uploads/2023/05/Restaurant-Feedback-System-Feedback-Form-1.jpg	(from https://www.upmenu.com/blog/food-blogs/)
11:12:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202023%2004:12:01%20GMT	https://www.upmenu.com/blog/food-blogs/POST	E:/Desktop/blog-template/food-blog/www.upmenu.com/blog/food-blogs/POST	(from https://www.upmenu.com/blog/food-blogs/)
11:12:10	98153/98153	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-17ff4%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/cdn-cookieyes.com/client_data/624aebdf46b992f1b2726f3f/nitro-min-script.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/cdn-cookieyes.com/client_data/624aebdf46b992f1b2726f3f/nitro-min-script.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:11	2104/2104	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-8b8%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/plausible.io/js/nitro-min-6a9f6cd98bc5ac0841556f065b41cf3e.plausible.outbound-links.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/plausible.io/js/nitro-min-6a9f6cd98bc5ac0841556f065b41cf3e.plausible.outbound-links.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:11	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-15688%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/jquery/nitro-min-f43b551b749a36845288913120943cc6.jquery.min.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/jquery/nitro-min-f43b551b749a36845288913120943cc6.jquery.min.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:11	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-3598%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/jquery/nitro-min-558973c0fd98109493258c8470e94016.jquery-migrate.min.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/jquery/nitro-min-558973c0fd98109493258c8470e94016.jquery-migrate.min.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:11	75973/75973	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-1295b%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/unpkg.com/feather-icons@4.29.1/dist/nitro-min-1e395ae0b479db62ec860dd6b4cfa2a0.feather.min.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/unpkg.com/feather-icons@4.29.1/dist/nitro-min-1e395ae0b479db62ec860dd6b4cfa2a0.feather.min.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:11	5520/5520	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-1616%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/nitro-min-bb9380835a1e1ed6a189fce7cbb36d11.imagesloaded.min.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/nitro-min-bb9380835a1e1ed6a189fce7cbb36d11.imagesloaded.min.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:12	4627/4627	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-12a6%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/dist/nitro-min-2ebd25f3981adcd89e647172a1634381.hooks.min.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/dist/nitro-min-2ebd25f3981adcd89e647172a1634381.hooks.min.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:12	204/204	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-163%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/plugins/ele-custom-skin/assets/js/nitro-min-9dfc4f47dcc7cb7baeacc2dae286add6.ecs.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/plugins/ele-custom-skin/assets/js/nitro-min-9dfc4f47dcc7cb7baeacc2dae286add6.ecs.2d	(from https://www.upmenu.com/blog/food-blogs/)
11:12:12	1260/1260	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-595%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/plugins/activecampaign-subscription-forms/nitro-min-1e395ae0b479db62ec860dd6b4cfa2a0.site_tracking.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/plugins/activecampaign-subscription-forms/nitro-min-1e395ae0b479db62ec860dd6b4cfa2a	(from https://www.upmenu.com/blog/food-blogs/)
11:12:12	2598/2598	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-acd%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/plugins/ele-custom-skin/assets/js/nitro-min-9dfc4f47dcc7cb7baeacc2dae286add6.ecs_ajax_pagination.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/plugins/ele-custom-skin/assets/js/nitro-min-9dfc4f47dcc7cb7baeacc2dae286add6.ecs_aj	(from https://www.upmenu.com/blog/food-blogs/)
11:12:12	9445/9445	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-2577%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/dist/nitro-min-f92fe2242090a4dd3a1e008a3309488c.i18n.min.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/dist/nitro-min-f92fe2242090a4dd3a1e008a3309488c.i18n.min.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:12	21438/21438	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-5447%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/jquery/ui/nitro-min-3f14e9ae88f0336c658774ab6b2e8d39.core.min.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-includes/js/jquery/ui/nitro-min-3f14e9ae88f0336c658774ab6b2e8d39.core.min.js	(from https://www.upmenu.com/blog/food-blogs/)
11:12:12	110779/110779	---MCZ	200	added ('OK')	text/css	etag:W/%22657c0019-1b0d5%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-0fa5f8c768d3609aefe747c1b18aeacb-stylesheet.css	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-0fa5f8c768d3609aefe747c1b18aeacb-stylesheet.css	(from https://www.upmenu.com/blog/food-blogs/)
11:12:13	302234/302234	---MCZ	200	added ('OK')	text/css	etag:W/%22657c06a2-49cb4%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-b6c6f1b2c019ef05e8323eb675e1aefd-stylesheet.css	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-b6c6f1b2c019ef05e8323eb675e1aefd-stylesheet.css	(from https://www.upmenu.com/blog/food-blogs/)
11:12:13	3016/3016	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-c5d%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/themes/upmenucom/assets/js/nitro-min-9be655db6938c44072489ddadee200f5.functions.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/themes/upmenucom/assets/js/nitro-min-9be655db6938c44072489ddadee200f5.functions.2f	(from https://www.upmenu.com/blog/food-blogs/)
11:12:13	118635/118635	---MCZ	200	added ('OK')	text/css	etag:W/%22657c0019-1cf85%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-2747c65c5f794934e44d6b9e663a2b8d-stylesheet.css	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-2747c65c5f794934e44d6b9e663a2b8d-stylesheet.css	(from https://www.upmenu.com/blog/food-blogs/)
11:12:13	36389/36389	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657c0019-8ec8%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/plugins/site-reviews/assets/scripts/nitro-min-6dd412678a877a52fa4f454cf92ebec6.site-reviews.js	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/wp-content/plugins/site-reviews/assets/scripts/nitro-min-6dd412678a877a52fa4f454cf92ebec6.site	(from https://www.upmenu.com/blog/food-blogs/)
11:12:13	7337/7337	---M--	200	added ('OK')	image/png	etag:%22657c0018-1d20%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/images/optimized/rev-4c3cc16/www.upmenu.com/wp-content/uploads/2022/08/phone-frame.png	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/images/optimized/rev-4c3cc16/www.upmenu.com/wp-content/uploads/2022/08/phone-frame.png	(from https://www.upmenu.com/blog/food-blogs/)
11:12:13	19971/19971	---MCZ	200	added ('OK')	text/css	etag:W/%22657c0019-4e1d%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-4c8823c3a78af2e0eaf9c266214d8e19-stylesheet.css	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-4c8823c3a78af2e0eaf9c266214d8e19-stylesheet.css	(from https://www.upmenu.com/blog/food-blogs/)
11:12:14	14213/14213	---MCZ	200	added ('OK')	text/css	etag:W/%22657c0019-379f%22	https://cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-f4b921a1eb1ac704755468dee2aecee2-stylesheet.css	E:/Desktop/blog-template/food-blog/cdn-bnklg.nitrocdn.com/WQiharaAoSUWjdmYdQaoZKLXawgJIPOR/assets/static/optimized/rev-5949955/www.upmenu.com/combinedCss/nitro-min-noimport-f4b921a1eb1ac704755468dee2aecee2-stylesheet.css	(from https://www.upmenu.com/blog/food-blogs/)
